%time,field.accel.x,field.accel.y,field.accel.z,field.accel.covariance.x,field.accel.covariance.y,field.accel.covariance.z,field.accel.bias.x,field.accel.bias.y,field.accel.bias.z,field.accel.offset.x,field.accel.offset.y,field.accel.offset.z,field.gyro.x,field.gyro.y,field.gyro.z,field.gyro.covariance.x,field.gyro.covariance.y,field.gyro.covariance.z,field.gyro.bias.x,field.gyro.bias.y,field.gyro.bias.z,field.gyro.offset.x,field.gyro.offset.y,field.gyro.offset.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation.covariance.roll,field.orientation.covariance.pitch,field.orientation.covariance.yaw,field.orientation.bias.x,field.orientation.bias.y,field.orientation.bias.z,field.orientation.bias.w
248240000000,0.0311140965178,-0.0734682493187,9.79270689238,2.5e-05,2.5e-05,2.5e-05,-0.00028917408938,0.00243100099064,-0.00132817765298,0.0,0.0,0.0,-0.0055657722465,-0.000147194710567,-0.0349129178922,2.5e-05,2.5e-05,2.5e-05,-0.00190201573091,0.00219863892506,0.000515767127799,0.0,0.0,0.0,5.05604300527e-05,0.000139117845846,0.970960885829,-0.239238241675,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103044334669,-7.05883894554e-05,0.000846639734518,0.9999996338
248260000000,0.156662966457,0.00809567266494,9.79962862245,2.5e-05,2.5e-05,2.5e-05,-0.000290580097084,0.00243155022296,-0.00132710032052,0.0,0.0,0.0,-0.00121777221264,0.0082074668989,-0.0346334306781,2.5e-05,2.5e-05,2.5e-05,-0.00190187702335,0.00219754744389,0.000516458107318,0.0,0.0,0.0,4.81786024533e-05,0.000139849165029,0.971058737411,-0.238840755775,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103093338764,-7.05814641723e-05,0.000841196916882,0.999999638389
248280000000,-0.195194055996,0.00403087316262,9.80580667785,2.5e-05,2.5e-05,2.5e-05,-0.000290074799103,0.00243298946876,-0.00132192530187,0.0,0.0,0.0,-0.0116909733246,-0.000484948954365,-0.0239110388559,2.5e-05,2.5e-05,2.5e-05,-0.00190228150805,0.00219764279563,0.000516154516498,0.0,0.0,0.0,4.3332760843e-05,0.000139998020794,0.971136626691,-0.238523857973,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103216022354,-7.05262816962e-05,0.000838084441234,0.999999640993
248300000000,-1.18493941156,-0.0198757687126,9.80843443366,2.5e-05,2.5e-05,2.5e-05,-0.000288788098411,0.00243325167482,-0.00132759240372,0.0,0.0,0.0,-0.00218131491593,0.00278812996357,-0.0183262737,2.5e-05,2.5e-05,2.5e-05,-0.00190248519135,0.00219805887197,0.000516180566217,0.0,0.0,0.0,3.42673387351e-05,0.000137342312783,0.971208207898,-0.238232233073,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103299918136,-7.04133347778e-05,0.000837887141208,0.999999641158
248320000000,-1.396075761,0.0332296829651,9.79065139366,2.5e-05,2.5e-05,2.5e-05,-0.000287172660274,0.00243620193387,-0.00132656144356,0.0,0.0,0.0,0.00463724236203,0.00813668949561,0.0124362346908,2.5e-05,2.5e-05,2.5e-05,-0.00190174553105,0.00219825695149,0.000516238725999,0.0,0.0,0.0,2.40584546857e-05,0.000141238780867,0.971184054206,-0.238330678529,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103457700439,-7.0431748249e-05,0.000842534541957,0.999999637236
248340000000,-2.2537612978,-0.0290883360288,9.81975754191,2.5e-05,2.5e-05,2.5e-05,-0.000284851731981,0.00243992182721,-0.00132776573661,0.0,0.0,0.0,-0.00313302045145,0.00432676129714,0.0144613436804,2.5e-05,2.5e-05,2.5e-05,-0.0019020189669,0.00219846292123,0.000517335926708,0.0,0.0,0.0,2.85753999985e-05,0.000136037777059,0.971149517769,-0.238471371058,2.60308204915e-07,2.60308204915e-07,0.0001,-0.00010365996171,-7.04434315013e-05,0.000845360813985,0.999999634829
248360000000,-2.4373178376,0.00603942443474,9.79576152448,2.5e-05,2.5e-05,2.5e-05,-0.000282931618755,0.00243551509692,-0.00132991303297,0.0,0.0,0.0,0.002833829428,-0.00315895514729,-0.0654403550383,2.5e-05,2.5e-05,2.5e-05,-0.00190183860113,0.00219918448491,0.000518815734962,0.0,0.0,0.0,4.37324090255e-05,0.000136544026248,0.97129733919,-0.23786857364,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103594014381,-7.01215258888e-05,0.000850943425852,0.999999630123
248380000000,-2.16527371979,0.0365591866101,9.79216108275,2.5e-05,2.5e-05,2.5e-05,-0.000282868526604,0.00243150580385,-0.00133066803796,0.0,0.0,0.0,-0.00172867020123,0.00111683840954,-0.115559864585,2.5e-05,2.5e-05,2.5e-05,-0.00190249803621,0.0021981820692,0.000519729668438,0.0,0.0,0.0,4.68401937935e-05,0.000136282885723,0.971578542212,-0.236717374828,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103579787274,-6.97786049136e-05,0.000851061728353,0.999999630048
248400000000,-1.65779681564,0.0339787049745,9.797244207,2.5e-05,2.5e-05,2.5e-05,-0.00028222811348,0.00243225751546,-0.00132910991207,0.0,0.0,0.0,-0.00551946508336,-0.0048961748575,-0.1024759852,2.5e-05,2.5e-05,2.5e-05,-0.00190342645009,0.00220077280879,0.000519414207775,0.0,0.0,0.0,2.5743539419e-05,0.000135848716405,0.971827542929,-0.235693036994,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103774684929,-6.95518007197e-05,0.000846765166963,0.999999633691
248420000000,-0.952496765744,0.0400655671632,9.79975040531,2.5e-05,2.5e-05,2.5e-05,-0.000286045750993,0.00243111898307,-0.00132899038046,0.0,0.0,0.0,-0.00738603918604,0.00173482246919,-0.0730758040008,2.5e-05,2.5e-05,2.5e-05,-0.00190340752252,0.00220224389992,0.000522157309069,0.0,0.0,0.0,2.17785593369e-05,0.000136516858357,0.971995344656,-0.235000065652,2.60308204915e-07,2.60308204915e-07,0.0001,-0.000103733168874,-6.95511938055e-05,0.000846169698809,0.999999634199
