# predX, predY, predHeading, trueX, trueY, trueHeading
2.761912185434839184e+00,-5.359837292322367636e-02,2.512459247695159603e-01,2.799300000000000122e+00,2.120000000000000009e-02,1.379999999999999977e-02
2.765538455829849251e+00,-5.361794874680273632e-02,2.415575064582514697e-01,2.798999999999999932e+00,2.120000000000000009e-02,1.389999999999999916e-02
2.768146592961736818e+00,-5.576734954407972650e-02,2.305833053205326166e-01,2.798599999999999977e+00,2.120000000000000009e-02,1.389999999999999916e-02
2.770595729694017795e+00,-5.717880327318458633e-02,2.220964491980656208e-01,2.798200000000000021e+00,2.120000000000000009e-02,1.400000000000000029e-02
2.771953261576679317e+00,-5.869222289653144853e-02,2.136811190599292032e-01,2.797800000000000065e+00,2.120000000000000009e-02,1.400000000000000029e-02
2.773768593147957429e+00,-6.053703296258849259e-02,2.051043424399787707e-01,2.797400000000000109e+00,2.120000000000000009e-02,1.409999999999999969e-02
2.776242879381987549e+00,-6.198274315109052884e-02,1.959544011599600732e-01,2.797000000000000153e+00,2.120000000000000009e-02,1.409999999999999969e-02
2.777577820660867225e+00,-6.370709580424692431e-02,1.892450532220965043e-01,2.796600000000000197e+00,2.120000000000000009e-02,1.420000000000000082e-02
2.778697277947358657e+00,-6.363482353842435379e-02,1.832251422429224119e-01,2.796100000000000030e+00,2.110000000000000070e-02,1.420000000000000082e-02
2.780217091408232921e+00,-6.244709454498154760e-02,1.775456930562165081e-01,2.795700000000000074e+00,2.110000000000000070e-02,1.430000000000000021e-02
2.779864177025163752e+00,-6.313588750572302066e-02,1.721572124014824345e-01,2.795199999999999907e+00,2.110000000000000070e-02,1.430000000000000021e-02
2.780287790924485414e+00,-6.369645081184911739e-02,1.631301610433111005e-01,2.794700000000000184e+00,2.110000000000000070e-02,1.439999999999999961e-02
2.779328894629083280e+00,-6.367465716423793831e-02,1.580848662351314327e-01,2.794200000000000017e+00,2.110000000000000070e-02,1.439999999999999961e-02
2.781908477933226820e+00,-6.500660263751076307e-02,1.503662814448207541e-01,2.793699999999999850e+00,2.110000000000000070e-02,1.450000000000000074e-02
2.780947627360110808e+00,-6.638446814596631051e-02,1.452204204112059194e-01,2.793200000000000127e+00,2.100000000000000130e-02,1.450000000000000074e-02
